S.No	disease_name	microbe_scientific_name	tax_rank_name	microbe_ncbi_tax_id	experimental_method_name	samples_origin_name	relationship_name	subjects_number	subjects_group_one	subjects_group_two	mean_age_group_one	mean_age_group_two	males_number	females_number	group_one	group_two	disease_type_name	disease_subtype	disease_mesh_id	disease_mesh_heading	host_species_name	publication_PMID	publication_doi	publication_first_author	publication_corresponding_author_mail	publication_title	publication_journal	publication_year	comments	microbe_com_contaminant
1125	Colorectal Neoplasms	Pirellulaceae	Family	2691357	16S rRNA sequencing	Colon tissue	Increased	88	44	44	null	null	null	null	Colorectal cancer	Normal adjacent	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26170900	10.1186/s13073-015-0177-8	Michael B. Burns	michaelburns@umn.edu	Virulence genes are a signature of the microbiome in the colorectal tumor microenvironment	Genome Medicine	2015	null	false
1126	Colorectal Neoplasms	Planctomyces	Genus	118	16S rRNA sequencing	Colon tissue	Increased	88	44	44	null	null	null	null	Colorectal cancer	Normal adjacent	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26170900	10.1186/s13073-015-0177-8	Michael B. Burns	michaelburns@umn.edu	Virulence genes are a signature of the microbiome in the colorectal tumor microenvironment	Genome Medicine	2015	null	false
1127	Colorectal Neoplasms	Proteobacteria	Phylum	1224	16S rRNA sequencing	Colon tissue	Increased	88	44	44	null	null	null	null	Colorectal cancer	Normal adjacent	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26170900	10.1186/s13073-015-0177-8	Michael B. Burns	michaelburns@umn.edu	Virulence genes are a signature of the microbiome in the colorectal tumor microenvironment	Genome Medicine	2015	null	false
1128	Colorectal Neoplasms	Providencia	Genus	586	16S rRNA sequencing	Colon tissue	Increased	88	44	44	null	null	null	null	Colorectal cancer	Normal adjacent	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26170900	10.1186/s13073-015-0177-8	Michael B. Burns	michaelburns@umn.edu	Virulence genes are a signature of the microbiome in the colorectal tumor microenvironment	Genome Medicine	2015	null	false
1129	Colorectal Neoplasms	Rikenellaceae	Family	171550	16S rRNA sequencing	Colon tissue	Decreased	88	44	44	null	null	null	null	Colorectal cancer	Normal adjacent	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26170900	10.1186/s13073-015-0177-8	Michael B. Burns	michaelburns@umn.edu	Virulence genes are a signature of the microbiome in the colorectal tumor microenvironment	Genome Medicine	2015	null	false
1130	Colorectal Neoplasms	Ruminococcaceae	Family	541000	16S rRNA sequencing	Colon tissue	Decreased	88	44	44	null	null	null	null	Colorectal cancer	Normal adjacent	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26170900	10.1186/s13073-015-0177-8	Michael B. Burns	michaelburns@umn.edu	Virulence genes are a signature of the microbiome in the colorectal tumor microenvironment	Genome Medicine	2015	null	false
1131	Colorectal Neoplasms	Ruminococcus	Genus	1263	16S rRNA sequencing	Colon tissue	Decreased	88	44	44	null	null	null	null	Colorectal cancer	Normal adjacent	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26170900	10.1186/s13073-015-0177-8	Michael B. Burns	michaelburns@umn.edu	Virulence genes are a signature of the microbiome in the colorectal tumor microenvironment	Genome Medicine	2015	null	false
1132	Parkinson Disease	Akkermansia	Genus	239934	16S rRNA sequencing	Stool	Increased	65	34	31	61.5	45.1	40	25	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	26179554	10.1002/mds.26307	Ali Keshavarzian	Ali_Keshavarzian@rush.edu	Colonic bacterial composition in Parkinson's disease	Movement Disorders: Official journal of Movement Disorder Society	2015	null	false
1133	Parkinson Disease	Bacteroidaceae	Family	815	16S rRNA sequencing	Stool	Increased	65	34	31	61.5	45.1	40	25	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	26179554	10.1002/mds.26307	Ali Keshavarzian	Ali_Keshavarzian@rush.edu	Colonic bacterial composition in Parkinson's disease	Movement Disorders: Official journal of Movement Disorder Society	2015	null	false
1134	Parkinson Disease	Bacteroides	Genus	816	16S rRNA sequencing	Stool	Increased	65	34	31	61.5	45.1	40	25	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	26179554	10.1002/mds.26307	Ali Keshavarzian	Ali_Keshavarzian@rush.edu	Colonic bacterial composition in Parkinson's disease	Movement Disorders: Official journal of Movement Disorder Society	2015	null	false
1135	Parkinson Disease	Bacteroidetes	Phylum	976	16S rRNA sequencing	Stool	Increased	65	34	31	61.5	45.1	40	25	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	26179554	10.1002/mds.26307	Ali Keshavarzian	Ali_Keshavarzian@rush.edu	Colonic bacterial composition in Parkinson's disease	Movement Disorders: Official journal of Movement Disorder Society	2015	null	false
1136	Parkinson Disease	Blautia	Genus	572511	16S rRNA sequencing	Stool	Decreased	65	34	31	61.5	45.1	40	25	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	26179554	10.1002/mds.26307	Ali Keshavarzian	Ali_Keshavarzian@rush.edu	Colonic bacterial composition in Parkinson's disease	Movement Disorders: Official journal of Movement Disorder Society	2015	null	false
1137	Parkinson Disease	Clostridiaceae	Family	31979	16S rRNA sequencing	Stool	Increased	65	34	31	61.5	45.1	40	25	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	26179554	10.1002/mds.26307	Ali Keshavarzian	Ali_Keshavarzian@rush.edu	Colonic bacterial composition in Parkinson's disease	Movement Disorders: Official journal of Movement Disorder Society	2015	null	false
1138	Parkinson Disease	Coprococcus	Genus	33042	16S rRNA sequencing	Stool	Decreased	65	34	31	61.5	45.1	40	25	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	26179554	10.1002/mds.26307	Ali Keshavarzian	Ali_Keshavarzian@rush.edu	Colonic bacterial composition in Parkinson's disease	Movement Disorders: Official journal of Movement Disorder Society	2015	null	true
1139	Parkinson Disease	Dorea	Genus	189330	16S rRNA sequencing	Sigmoid colon mucosa tissue	Decreased	66	37	29	61.5	44.9	38	28	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	26179554	10.1002/mds.26307	Ali Keshavarzian	Ali_Keshavarzian@rush.edu	Colonic bacterial composition in Parkinson's disease	Movement Disorders: Official journal of Movement Disorder Society	2015	null	false
1140	Parkinson Disease	Dorea	Genus	189330	16S rRNA sequencing	Stool	Decreased	65	34	31	61.5	45.1	40	25	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	26179554	10.1002/mds.26307	Ali Keshavarzian	Ali_Keshavarzian@rush.edu	Colonic bacterial composition in Parkinson's disease	Movement Disorders: Official journal of Movement Disorder Society	2015	null	false
1141	Parkinson Disease	Faecalibacterium	Genus	216851	16S rRNA sequencing	Sigmoid colon mucosa tissue	Decreased	66	37	29	61.5	44.9	38	28	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	26179554	10.1002/mds.26307	Ali Keshavarzian	Ali_Keshavarzian@rush.edu	Colonic bacterial composition in Parkinson's disease	Movement Disorders: Official journal of Movement Disorder Society	2015	null	false
1142	Parkinson Disease	Firmicutes	Phylum	1239	16S rRNA sequencing	Stool	Decreased	65	34	31	61.5	45.1	40	25	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	26179554	10.1002/mds.26307	Ali Keshavarzian	Ali_Keshavarzian@rush.edu	Colonic bacterial composition in Parkinson's disease	Movement Disorders: Official journal of Movement Disorder Society	2015	null	false
1143	Parkinson Disease	Lachnospiraceae	Family	186803	16S rRNA sequencing	Stool	Decreased	65	34	31	61.5	45.1	40	25	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	26179554	10.1002/mds.26307	Ali Keshavarzian	Ali_Keshavarzian@rush.edu	Colonic bacterial composition in Parkinson's disease	Movement Disorders: Official journal of Movement Disorder Society	2015	null	false
1144	Parkinson Disease	Oscillospira	Genus	119852	16S rRNA sequencing	Stool	Increased	65	34	31	61.5	45.1	40	25	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	26179554	10.1002/mds.26307	Ali Keshavarzian	Ali_Keshavarzian@rush.edu	Colonic bacterial composition in Parkinson's disease	Movement Disorders: Official journal of Movement Disorder Society	2015	null	false
1145	Parkinson Disease	Oxalobacteraceae	Family	75682	16S rRNA sequencing	Sigmoid colon mucosa tissue	Increased	66	37	29	61.5	44.9	38	28	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	26179554	10.1002/mds.26307	Ali Keshavarzian	Ali_Keshavarzian@rush.edu	Colonic bacterial composition in Parkinson's disease	Movement Disorders: Official journal of Movement Disorder Society	2015	null	false
1146	Parkinson Disease	Proteobacteria	Phylum	1224	16S rRNA sequencing	Stool	Increased	65	34	31	61.5	45.1	40	25	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	26179554	10.1002/mds.26307	Ali Keshavarzian	Ali_Keshavarzian@rush.edu	Colonic bacterial composition in Parkinson's disease	Movement Disorders: Official journal of Movement Disorder Society	2015	null	false
1147	Parkinson Disease	Ralstonia	Genus	48736	16S rRNA sequencing	Sigmoid colon mucosa tissue	Increased	66	37	29	61.5	44.9	38	28	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	26179554	10.1002/mds.26307	Ali Keshavarzian	Ali_Keshavarzian@rush.edu	Colonic bacterial composition in Parkinson's disease	Movement Disorders: Official journal of Movement Disorder Society	2015	null	true
1148	Parkinson Disease	Roseburia	Genus	841	16S rRNA sequencing	Stool	Decreased	65	34	31	61.5	45.1	40	25	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	26179554	10.1002/mds.26307	Ali Keshavarzian	Ali_Keshavarzian@rush.edu	Colonic bacterial composition in Parkinson's disease	Movement Disorders: Official journal of Movement Disorder Society	2015	null	false
1149	Parkinson Disease	Verrucomicrobia	Phylum	74201	16S rRNA sequencing	Stool	Increased	65	34	31	61.5	45.1	40	25	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	26179554	10.1002/mds.26307	Ali Keshavarzian	Ali_Keshavarzian@rush.edu	Colonic bacterial composition in Parkinson's disease	Movement Disorders: Official journal of Movement Disorder Society	2015	null	false
1150	Parkinson Disease	Verrucomicrobiaceae	Family	203557	16S rRNA sequencing	Stool	Increased	65	34	31	61.5	45.1	40	25	Parkinson disease	Healthy Controls	Neurodegenerative disorders	undefined	MESH:D010300	Parkinson Disease	Homo sapiens	26179554	10.1002/mds.26307	Ali Keshavarzian	Ali_Keshavarzian@rush.edu	Colonic bacterial composition in Parkinson's disease	Movement Disorders: Official journal of Movement Disorder Society	2015	null	false
1151	Colorectal Neoplasms	Acidovorax	Genus	12916	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	68	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing placebo treatment	true
1152	Colorectal Neoplasms	Acidovorax	Genus	12916	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	65	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing probiotics treatment	true
1153	Colorectal Neoplasms	Acinetobacter	Genus	469	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	68	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing placebo treatment	true
1154	Colorectal Neoplasms	Acinetobacter	Genus	469	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	65	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing probiotics treatment	true
1155	Colorectal Neoplasms	Alphaproteobacteria	Class	28211	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	68	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing placebo treatment	false
1156	Colorectal Neoplasms	Bacillus	Genus	1386	16S rRNA sequencing	Colon mucosa tissue	Increased	22	11	11	65	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing probiotics treatment	true
1157	Colorectal Neoplasms	Betaproteobacteria	Class	28216	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	65	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing probiotics treatment	false
1158	Colorectal Neoplasms	Brevundimonas	Genus	41275	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	68	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing placebo treatment	true
1159	Colorectal Neoplasms	Brevundimonas	Genus	41275	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	65	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing probiotics treatment	true
1160	Colorectal Neoplasms	Buttiauxella	Genus	82976	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	68	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing placebo treatment	false
1161	Colorectal Neoplasms	Buttiauxella	Genus	82976	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	65	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing probiotics treatment	false
1162	Colorectal Neoplasms	Carnobacterium	Genus	2747	16S rRNA sequencing	Colon mucosa tissue	Increased	22	11	11	65	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing probiotics treatment	false
1163	Colorectal Neoplasms	Caulobacter	Genus	75	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	68	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing placebo treatment	false
1164	Colorectal Neoplasms	Caulobacter	Genus	75	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	65	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing probiotics treatment	false
1165	Colorectal Neoplasms	Chryseobacterium	Genus	59732	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	68	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing placebo treatment	true
1166	Colorectal Neoplasms	Chryseobacterium	Genus	59732	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	65	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing probiotics treatment	true
1167	Colorectal Neoplasms	Enhydrobacter	Genus	212791	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	68	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing placebo treatment	true
1168	Colorectal Neoplasms	Enhydrobacter	Genus	212791	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	65	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing probiotics treatment	true
1169	Colorectal Neoplasms	Enterococcus	Genus	1350	16S rRNA sequencing	Colon mucosa tissue	Increased	22	11	11	65	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing probiotics treatment	true
1170	Colorectal Neoplasms	Firmicutes	Phylum	1239	16S rRNA sequencing	Colon mucosa tissue	Increased	22	11	11	65	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing probiotics treatment	false
1171	Colorectal Neoplasms	Flavobacteriia	Class	117743	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	68	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing placebo treatment	false
1172	Colorectal Neoplasms	Flavobacteriia	Class	117743	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	65	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing probiotics treatment	false
1173	Colorectal Neoplasms	Flavobacterium	Genus	237	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	68	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing placebo treatment	true
1174	Colorectal Neoplasms	Flavobacterium	Genus	237	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	65	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing probiotics treatment	true
1175	Colorectal Neoplasms	Fusobacteria	Phylum	32066	16S rRNA sequencing	Colon mucosa tissue	Increased	22	11	11	68	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing placebo treatment	false
1176	Colorectal Neoplasms	Fusobacteria	Phylum	32066	16S rRNA sequencing	Colon mucosa tissue	Increased	22	11	11	65	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing probiotics treatment	false
1177	Colorectal Neoplasms	Fusobacterium	Genus	848	16S rRNA sequencing	Colon mucosa tissue	Increased	22	11	11	68	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing placebo treatment	true
1178	Colorectal Neoplasms	Gammaproteobacteria	Class	1236	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	68	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing placebo treatment	false
1179	Colorectal Neoplasms	Gammaproteobacteria	Class	1236	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	65	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing probiotics treatment	false
1180	Colorectal Neoplasms	Janthinobacterium	Genus	29580	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	68	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing placebo treatment	true
1181	Colorectal Neoplasms	Janthinobacterium	Genus	29580	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	65	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing probiotics treatment	true
1182	Colorectal Neoplasms	Nesterenkonia	Genus	57494	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	68	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing placebo treatment	false
1183	Colorectal Neoplasms	Nesterenkonia	Genus	57494	16S rRNA sequencing	Colon mucosa tissue	Decreased	22	11	11	65	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing probiotics treatment	false
1184	Colorectal Neoplasms	Nevskia	Genus	64001	16S rRNA sequencing	Colon mucosa tissue	Increased	22	11	11	65	71	12	10	Colorectal Cancer	Healthy Controls	Cancers	undefined	MESH:D015179	Colorectal neoplasms	Homo sapiens	26238090	10.3892/mmr.2015.4124	Zhiguang Gao	huanlongqin_123@163.com	Probiotics modify human intestinal mucosa-associated microbiota in patients with colorectal cancer	Molecular Medicine Reports	2015	Colorectal cancer group undergoing probiotics treatment	false
