Study,Link (Use DOI or Title if missing),DOI,Title,Year,Country,Continent,SequencingType,PublicationJournal,Disease,AlphaDirection,BetaSeparation,"KeyTaxa_Enriched ↑ (Taxa1, Taxa2, etc.)",KeyTaxa_Depleted ↓,Differential Abundance Test (try Ctrl F for these),TaxaExtractionSource (Should be Main Text unless there is nothing listed),Tags (skip),Contributor,Notes,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9
BedarfHildebrand2017,https://pubmed.ncbi.nlm.nih.gov/28449715/,10.1186/s13073-017-0428-y,Functional implications of microbial and viral gut metagenome changes in early stage L-DOPA-naïve Parkinson's disease patients.,2017,Germany,Europe,Shotgun,Genome medicine,Parkinson’s disease (PD),No Difference,Yes,"Akkermansia, Firmicutes, Akkermansia muciniphila, Alistipes shahii","Eubacterium, Prevotella copri, Eubacterium biforme, Clostridium saccharolyticum","ANCOM, Other",Main Text,,Michael Iter,,,,,,,,,,
ZengJunli2019,https://pubmed.ncbi.nlm.nih.gov/31108132/,10.1016/j.neuint.2019.104468,Gut dysbiosis and lack of short chain fatty acids in a Chinese cohort of patients with multiple sclerosis.,2019,China,Asia,16S,Neurochemistry international,Multiple sclerosis (MS),No Difference,Yes,"Streptococcus, S. salivarius, S. parasanguinis",Prevotella_9,LEfSe (LDA),Main Text,,Michael Iter,,,,,,,,,,
RoutDash2025,https://pubmed.ncbi.nlm.nih.gov/39927883/,10.18632/aging.206200,Exploring the role of acylated ghrelin and gut microbiome in delineating cognitive health in the elderly,2025,India,Asia,16S,Aging,Dementia,No Difference,Yes,Bifidobacterium longum; Lactobacillus ruminis; Blautia producta; Eggerthella lenta; Bacteroides eggerthii; Pyramidobacter piscolens; Veillonella dispar,Prevotella copri; Eubacterium biforme; Faecalibacterium prausnitzii; Blautia obeum,,Main Text,,Emily Song,,,,,,,,,,
FontdevilaPovedano2024,https://pubmed.ncbi.nlm.nih.gov/39379597/,10.1038/s41598-024-75083-z,Examining the complex Interplay between gut microbiota abundance and short-chain fatty acid production in amyotrophic lateral sclerosis patients shortly after onset of disease.,2024,Spain,Europe,16S,Scientific reports,Amyotrophic lateral sclerosis (ALS),No Difference,Not reported,"Enterobacter, Clostridium, Veillonella, Dialister, Turicibacter, Acidaminococcus","Prevotella, Lactobacillus, Butyricimonas",Other,Main Text,,Michael Iter,,,,,,,,,,
PanLi2021,https://pubmed.ncbi.nlm.nih.gov/34869782/,10.1155/2021/5578958,Elderly Patients with Mild Cognitive Impairment Exhibit Altered Gut Microbiota Profiles.,2021,China,Asia,16S,Journal of immunology research,Other,No Difference,Yes,"Staphylococcus intermedius, Staphylococcus lentus","Bacteroides salyersiae, Bacteroides gallinarum",LEfSe (LDA),Main Text,,Michael Iter,"STUDY FOR MILD COGNITIVE IMPAIRMENT, not alzhiemers",,,,,,,,,
WuJiang2025,https://pubmed.ncbi.nlm.nih.gov/39904582/,10.1177/03000605251314817,Gut microbial profiles of patients with optic neuritis or myasthenia gravis.,2025,China,Asia,16S,The Journal of international medical research,Other,Increase,Yes,"Optic neuritis (ON): None; Myasthenia gravis (MG): Ruminococcus, Megamonas","Optic neuritis (ON): None; Myasthenia gravis (MG): Bacteroides, Bifidobacterium",LEfSe (LDA),Main Text,,Michael Iter,I don't think either of these diseases are actually neurodegenerative,,,,,,,,,
TsaiLai2025,https://pubmed.ncbi.nlm.nih.gov/41298658/,10.1038/s41598-025-26312-6,Elevated Lactobacillus salivarius and genus Akkermansia in fecal samples of Taiwanese patients with parkinson's disease and diabetes mellitus.,2025,Taiwan,Asia,16S,Scientific reports,Parkinson’s disease (PD),No Difference,Yes,"Lactobacillus salivarius, Akkermansia",None,LEfSe (LDA),Main Text,gradient/subtypes;confounding disease,Michael Iter,,,,,,,,,,
HegelmaierLebbing2020,https://pubmed.ncbi.nlm.nih.gov/32041265/,10.3390/cells9020376,Interventional Influence of the Intestinal Microbiome Through Dietary Intervention and Bowel Cleansing Might Improve Motor Symptoms in Parkinson's Disease.,2020,Germany,Europe,16S,Cells,Parkinson’s disease (PD),Not Reported,No,None,None,Other,Main Text,intervention,Michael Iter,,,,,,,,,,
VidalMartinezChin2020,https://pubmed.ncbi.nlm.nih.gov/31561385/,10.3233/JPD-191693,"A Pilot Microbiota Study in Parkinson's Disease Patients versus Control Subjects, and Effects of FTY720 and FTY720-Mitoxy Therapies in Parkinsonian and Multiple System Atrophy Mouse Models.",2020,USA,North America,16S,Journal of Parkinson's disease,Parkinson’s disease (PD),No Difference,No,"Akkermansia, Verrucomicrobiaceae",None,Other,Main Text,,Michael Iter,,,,,,,,,,
MiyakeKim2015,https://pubmed.ncbi.nlm.nih.gov/26367776/,10.1371/journal.pone.0137429,"Dysbiosis in the Gut Microbiota of Patients with Multiple Sclerosis, with a Striking Depletion of Species Belonging to Clostridia XIVa and IV Clusters.",2015,Japan,Asia,16S,PloS one,Multiple sclerosis (MS),No Difference,Yes,"Bifidobacterium, Streptococcus","Bacteroides, Faecalibacterium, Prevotella, Anaerostipes",Other,Main Text,,Michael Iter,,,,,,,,,,
YangJiang2025,https://pubmed.ncbi.nlm.nih.gov/40947000/,10.1016/j.brainres.2025.149948,Changes in gut microbiota and plasma metabolites in Parkinson's disease patients with pain as analyzed by 16S rDNA sequencing and LC-MS.,2025,China,Asia,16S,Brain research,Parkinson’s disease (PD),No Difference,Differing B/w Subgroups,None,"c__Gammaproteobacteria, o__Lachnospirales, g__Faecalibacterium, s__Faecalibacterium_prausnitzii",LEfSe (LDA),Main Text,gradient/subtypes,Michael Iter,,,,,,,,,,
BauchBaur2025,https://pubmed.ncbi.nlm.nih.gov/40429881/,10.3390/ijms26104735,Prognostic Value of a Multivariate Gut Microbiome Model for Progression from Normal Cognition to Mild Cognitive Impairment Within 4 Years.,2025,Germany,Europe,Shotgun,International journal of molecular sciences,Other,Not Reported,Not reported,Merdimonas,"Methanobrevibacter, Thermovenabulum",Other,Main Text,,Michael Iter,,,,,,,,,,
WallenDemirkan2022,https://pubmed.ncbi.nlm.nih.gov/36376318/,10.1038/s41467-022-34667-x,Metagenomics of Parkinson's disease implicates the gut microbiome in multiple disease mechanisms.,2022,USA,North America,Shotgun,Nature communications,Parkinson’s disease (PD),Not Reported,Yes,"Actinomyces oris, Bifidobacterium dentium, Clostridium leptum, Streptococcus mutans, Enterococcus avium","Blautia wexlerae, Roseburia intestinalis, ","ANCOM, Linear (e.g. MaAsLin)",Main Text,,Michael Iter,,,,,,,,,,
NgoRestuadi2020,https://pubmed.ncbi.nlm.nih.gov/32643435/,10.1080/21678421.2020.1772825,Progression and survival of patients with motor neuron disease relative to their fecal microbiota.,2020,Australia,Oceania,16S,Amyotrophic lateral sclerosis & frontotemporal degeneration,Amyotrophic lateral sclerosis (ALS),No Difference,No,None,None,ANCOM,Main Text,,Michael Iter,,,,,,,,,,
LiaquatLe2025,https://pubmed.ncbi.nlm.nih.gov/40600491/,10.1080/19490976.2025.2526133,APOE4 genotype shapes the role of dietary fibers in cognitive health through gut microbiota changes.,2025,UK,Europe,16S,Gut microbes,Other,Not Reported,Yes,None,None,Other,Main Text,,Michael Iter,focused on dietary fiber associations,,,,,,,,,
CastilloÁlvarezPérezMatute2021,https://pubmed.ncbi.nlm.nih.gov/34537163/,10.1016/j.nrleng.2020.05.006,The influence of interferon β-1b on gut microbiota composition in patients with multiple sclerosis.,2021,Spain,Europe,16S,Neurologia,Multiple sclerosis (MS),No Difference,Not reported,"Faecalibacterium sp., Ruminococcus sp., uncultured Oscillospiraceae bacterium, uncultured Blautia sp., uncultured Sinorhizobium sp., Anaerostipes sp., Clostridium bolteae, uncultured Dialister sp., Alistipes onderdonkii, Bifidobacterium longum, Coriobacterium sp.","Eubacterium eligens, Prevotella copri, uncultured Bacteroides sp., uncultured alpha Proteobacterium, uncultured Pseudomonas sp.",Other,Main Text,intervention,Michael Iter,,,,,,,,,,
MekkyWani2022,https://pubmed.ncbi.nlm.nih.gov/35158462/,10.1016/j.msard.2021.103354,Molecular characterization of the gut microbiome in egyptian patients with remitting relapsing multiple sclerosis.,2022,Egypt,Africa,16S,Multiple sclerosis and related disorders,Multiple sclerosis (MS),Not Reported,Not reported,B. fragilis,None,Other,Main Text,,Michael Iter,probably the worst study ive seen here,,,,,,,,,
TankouRegev2018,https://pubmed.ncbi.nlm.nih.gov/29679417/,10.1002/ana.25244,A probiotic modulates the microbiome and immunity in multiple sclerosis.,2018,USA,North America,16S,Annals of neurology,Multiple sclerosis (MS),No Difference,Not reported,None,None,Other,Main Text,intervention,Michael Iter,focused on probiotic intervention,,,,,,,,,
MolesDelgado2022,https://pubmed.ncbi.nlm.nih.gov/36325343/,10.3389/fimmu.2022.960761,Microbial dysbiosis and lack of SCFA production in a Spanish cohort of patients with multiple sclerosis.,2022,Spain,Europe,16S,Frontiers in immunology,Multiple sclerosis (MS),No Difference,Not reported,Enterobacteriaceae,"Dialister, Coprococcus",LEfSe (LDA),Main Text,intervention,Michael Iter,,,,,,,,,,
NitzanStaunRam2023,https://pubmed.ncbi.nlm.nih.gov/37834472/,10.3390/ijms241915024,"Multiple Sclerosis-Associated Gut Microbiome in the Israeli Diverse Populations: Associations with Ethnicity, Gender, Disability Status, Vitamin D Levels, and Mediterranean Diet.",2023,Israel,Middle East,16S,International journal of molecular sciences,Multiple sclerosis (MS),No Difference,No,"Multiple Sclerosis (MS): Barnesiella, Collinsella, Eggerthella, Enterobacter, Flavonifractor, Lachnospiraceae_UCG_003, Ruminococcus_gnavus_group, Sellimonas, Succinivibrio, Bifidobacterium_sp__MC_10, Negativibacillus_massiliensis, Ruminococcus_gnavus_CC55_001C, uncultured_Bacteroidetes_bacterium",None,"LEfSe (LDA), DESeq, Other",Main Text,,Lennel A. Camuy-Vélez,Table 2. Differential abundant taxa between PwMS and HCs.,,,,,,,,,
ReyndersDevolder2020,https://pubmed.ncbi.nlm.nih.gov/32162850/,10.1002/acn3.51004,Gut microbiome variation is associated to Multiple Sclerosis phenotypic subtypes.,2020,USA,North America,16S,Annals of clinical and translational neurology,Multiple sclerosis (MS),Decrease,Differing B/w Subgroups,"Multiple Sclerosis (MS): Alistipes, Anaerotruncus, Butyricicoccus, Lactobacillus, Methanobrevibacter, Olsenella, Sporobacter ",None,Other,Main Text,gradient/subtypes,Lennel A. Camuy-Vélez,"Table 4. Compositional differences between all MS patients and HC. Only significant results are shown. Reported P-values after Wilcoxon rank-sum test, with Benjamini–Hochberg corrected P-values (Wilcoxon rank-sum test, N = 218, Pcorr < 0.1).",,,,,,,,,
CantoniLin2022,https://pubmed.ncbi.nlm.nih.gov/35094961/,10.1016/j.ebiom.2021.103798,Alterations of host-gut microbiome interactions in multiple sclerosis.,2022,USA,North America,Both,EBioMedicine,Multiple sclerosis (MS),Not Reported,No,"Multiple Sclerosis (MS): (16S): OTU_34_Faecalibacterium, OTU_35_Faecalibacterium; (MetaG): Un_Parabacteroides",None,DESeq,Main Text,,Lennel A. Camuy-Vélez,"Figure 1. Panels B, D,E ",,,,,,,,,
FengTang2025,https://pubmed.ncbi.nlm.nih.gov/39821830/,10.1007/s11427-024-2653-2,Landscapes of gut microbiome and blood metabolomic signatures in relapsing remitting multiple sclerosis.,2025,China,Asia,16S,Science China. Life sciences,Multiple sclerosis (MS),Differing B/w Subgroups,Differing B/w Subgroups,"Multiple Sclerosis (CMS): Anaerosstipes, Holdemanella, Hungatella, Slackia, Lachnoanerobaculum, O_Saccharimonadales; (AMS): Eschrichia-Shigella, Lactobacillus, Alistipes, Parabacteroides, Saccharopolyspora, UBA1819, Tyzzerella, Lysininbacillus, Faecalicoccus, XIII_AD3011_group, Oscilibacter, Candidatus Soleaferrea, Holdemania, Raoutibacter",None,LEfSe (LDA),Main Text,gradient/subtypes,Lennel A. Camuy-Vélez,"Figure 2. Gut microbiome differences in HC, AMS, and CMS subjects. A, The PCoA model showed that there were significantly differential gut microbiota compositions between HC, AMS, and CMS subjects. B, Bacterial phyla in HC, AMS,and CMS subjects. C, Comparison of the abundance of Firmicutes and Proteobacteria between HC, AMS, and CMS subjects. D, In total, 25 differential genera responsible for the discrimination between HC, AMS, and CMS subjects wereidentified.",,,,,,,,,
VenturaIizumi2019,https://pubmed.ncbi.nlm.nih.gov/31705027/,10.1038/s41598-019-52894-z,Gut microbiome of treatment-naïve MS patients of different ethnicities early in disease course.,2019,USA,North America,Both,Scientific reports,Multiple sclerosis (MS),No Difference,Differing B/w Subgroups,"Multiple Sclerosis (MS): ( Caucasian Group Comparison): Verrucomicrobia, Akkermansia, Clostridium, Mogibacteriaceae, Verrucomicrobiaceae; (Hispanic  Group Comparison); Blautia, Clostridium, Dorea, Holdemania, Bacilli; (African America Group Comparison): Clostridium, Butyricoccus, Adlercreutzia, Coriobacteriaceae, Coriobacteriales, Coriobacteriia",None,LEfSe (LDA),Main Text,subgroups of MS cases,Lennel A. Camuy-Vélez,Figure 2. Differential representation of taxa in the MS and control subjects. Cladogram (a–c) and linear discriminant analysis (LDA) score (d–f) of differences by LDA effect size (LEfSe) in each of the three ethnic groups between the MS and control samples. Clostridium species (red star in d–f) were significantly enriched in MS patients in all three ethnic groups.,,,,,,,,,
JangiGandhi2016,https://pubmed.ncbi.nlm.nih.gov/27352007/,10.1038/ncomms12015,Alterations of the human gut microbiome in multiple sclerosis.,2016,USA,North America,16S,Nature communications,Multiple sclerosis (MS),No Difference,No,"Multiple Sclerosis (MS): Euryarcheota, Verrucomicrobia Akkermansia,Methanobrevibacter (454 sequencing; MiSeq) ",None,DESeq,Main Text,,Lennel A. Camuy-Vélez,"Alpha and Beta check supplementary, Differential abundance Figure 2 and main text. ",,,,,,,,,
KishikawaOgawa2020,https://pubmed.ncbi.nlm.nih.gov/33363050/,10.3389/fcimb.2020.585973,A Metagenome-Wide Association Study of Gut Microbiome in Patients With Multiple Sclerosis Revealed Novel Disease Pathology.,2020,Japan,Asia,Shotgun,Frontiers in cellular and infection microbiology,Multiple sclerosis (MS),No Difference,No,Multiple Sclerosis (MS): Sutterella sp.,"Multiple Sclerosis (MS): Gabonia massiliensis, Carnobacteriaceae, Gemella mornillorum, Granulicatella adiacens, Erysipelatoclostridium sp. ","Other, Linear (e.g. MaAsLin)",Main Text,,Lennel A. Camuy-Vélez,Figure 1 Panel B. GLM results,,,,,,,,,
KongChen2023,https://pubmed.ncbi.nlm.nih.gov/37642736/,10.1007/s00415-023-11961-2,Gut microbiota and metabolome in sporadic Creutzfeldt-Jakob disease.,2023,China,Asia,16S,Journal of neurology,Other,Increase,No,"Creutzfeldt–Jakob disease (CJD): f__Oscillospiraceae, g__Turicibacter, o__Erysipelotrichales, f__Rikenellaceae, g__Alistipes, f__Erysipelotrichaceae, f__Anaerovoracaceae, f__Tannerellaceae, g__Parabacteroides, g__Family_XIII_AD3011_group, f__Desulfovibrionaceae, o__Desulfovibrionales, p__Desulfobacterota, c__Desulfovibrionia, g__Eisenbergiella, g__Hungatella, g__UBA1819, g__norank_f__Oscillospiraceae, g__Clostridium_innocuum_group, g__norank_f__Ruminococcaceae, c__Verrucomicrobiae, o__Verrucomicrobiales, f__Marinifilaceae, g__Akkermansia, p__Verrucomicrobiota, f__Akkermansiaceae, g__norank_f__Lachnospiraceae, g__norank_f__Christensenellaceae, o__Actinomycetales, f__Actinomycetaceae, g__Eggerthella, o__Eubacteriales, g__Actinomyces, g__Butyricimonas, f__Eubacteriaceae, g__Eubacterium, g__Oscillibacter, g__Bilophila, g__Mogibacterium, f__norank_o__Oscillospirales, g__unclassified_f__Ruminococcaceae, g__Lawsonella, g__Hydrogenoanaerobacterium, g__Holdemania, g__Christensenella, g__norank_f__Clostridium_methylpentosum_group, f__Clostridium_methylpentosum_group, g__Peptoniphilus, g__Candidatus_Soleaferrea, g__Anaerotruncus, f__Corynebacteriaceae, g__Fenollaria",None,LEfSe (LDA),Main Text,,Lennel A. Camuy-Vélez,"Figure 2: Composition of the gut microbiota in sCJD patients and healthy controls. A The abundance of different genera in the two groups (FDR p < 0.05). B Cladogram showing the phylogenetic distribution of fecal microbiota associated with sCJD and healthy controls. The inner ring to outer ring of the cladogram represents the biological taxonomy from phyla to genus. Each dot represents a microbiota in the corresponding taxonomy level. Yellow dot indicates no difference in the abundance between these two groups. Red dot indicates higher abundance in the sCJD patients. Blue dot indicates higher abundance in healthy controls. C LDA chart. The score was obtained by LDA analysis (linear regression analysis). The greater the LDA score, the greater the impact of the representative species abundance on the difference between groups.",,,,,,,,,
YangZhao2024,https://pubmed.ncbi.nlm.nih.gov/39478468/,10.1186/s12883-024-03926-3,Quantitative proteomics and multi-omics analysis identifies potential biomarkers and the underlying pathological molecular networks in Chinese patients with multiple sclerosis.,2024,China,Asia,16S,BMC neurology,Multiple sclerosis (MS),Not Reported,Not reported,They mentioned but no description or reported supplemental,None,,Main Text,,Lennel A. Camuy-Vélez,Verify again methods,,,,,,,,,
CreeSpencer2016,https://pubmed.ncbi.nlm.nih.gov/27398819/,10.1002/ana.24718,Gut microbiome analysis in neuromyelitis optica reveals overabundance of Clostridium perfringens.,2016,USA,North America,16S,Annals of neurology,"Other, Multiple sclerosis (MS)",Not Reported,Yes,"NMO: Clostridium, Acholeplasma, Coprococcus, Blautia, Prevotella, Bacteroides, Flavobacterium, DA101, Corynebacterium, Ruminococcus, Treponema, Candidatus Phytoplasma",None,"Other, Linear (e.g. MaAsLin)",Main Text,,Lennel A. Camuy-Vélez,Supplemental Table 3,,,,,,,,,
SajiTsuduki2022,https://pubmed.ncbi.nlm.nih.gov/34952361/,10.1016/j.nut.2021.111524,"Relationship between the Japanese-style diet, gut microbiota, and dementia: A cross-sectional study.",2022,Japan,Asia,Other,"Nutrition (Burbank, Los Angeles County, Calif.)",Dementia,Not Reported,Not reported,None,None,,Main Text,,Lennel A. Camuy-Vélez,T-RFLP used. ,,,,,,,,,
SajiSaito2022,https://pubmed.ncbi.nlm.nih.gov/35213381/,10.3233/JAD-215653,"Relationship Between Plasma Lipopolysaccharides, Gut Microbiota, and Dementia: A Cross-Sectional Study.",2022,Japan,Asia,Other,Journal of Alzheimer's disease : JAD,Dementia,Not Reported,Not reported,None,None,,Main Text,,Lennel A. Camuy-Vélez,T-RFLP used. ,,,,,,,,,
GongLiu2021,https://pubmed.ncbi.nlm.nih.gov/35046950/,10.3389/fimmu.2021.791780,Disturbance of Gut Bacteria and Metabolites Are Associated with Disease Severity and Predict Outcome of NMDAR Encephalitis: A Prospective Case-Control Study.,2021,China,Asia,16S,Frontiers in immunology,Other,Differing B/w Subgroups,Yes,None,"NMDAR encephalitis (severe group): 80% belonged to Bacteroides, Eubacterium_hallii_group, Anaerostipes, Megamonas, Ruminococcus, Butyricicoccus, and Faecalibacterium,",Other,Main Text,,Lennel A. Camuy-Vélez,Verify result section,,,,,,,,,
StadlbauerEngertsberger2020,https://pubmed.ncbi.nlm.nih.gov/32690030/,10.1186/s12877-020-01644-2,"Dysbiosis, gut barrier dysfunction and inflammation in dementia: a pilot study.",2020,USA,North America,16S,BMC geriatrics,Dementia,No Difference,Yes,"Dementia: Bacteroides dorei, Anaerostipes hadrus, Clostridium clostridoiforme, Ruminococcus torques group, Lachnoclostridium, Clostridiales vadin-BB60 group",None,LEfSe (LDA),Main Text,,Lennel A. Camuy-Vélez,"Figure 2 alpha and beta, Figure 3 LDA",,,,,,,,,
CheneyCostello2023,https://pubmed.ncbi.nlm.nih.gov/36639365/,10.1038/s41467-023-35787-8,Gut microbiome dysbiosis drives metabolic dysfunction in Familial dysautonomia.,2023,USA,North America,16S,Nature communications,Other,Decrease,Yes,None,"FD: Faecalibacterium,  Roseburia, Blautia, Lachnospiraceae, Anaerostipes, Bacteroides",Other,Main Text,,Lennel A. Camuy-Vélez,Random forest used check figure 2 and Supplemental figure 3,,,,,,,,,
WeiZhang2022,https://pubmed.ncbi.nlm.nih.gov/35879681/,10.1186/s12883-022-02804-0,Gut microbiome changes in anti-N-methyl-D-aspartate receptor encephalitis patients.,2022,China,Asia,16S,BMC neurology,Other,Decrease,Yes,"Anti-NMDAR: Streptophyta, Lactobacillaceae, Lactobacillus, Gemellaceae, Gemellales, Peptostreptococcaceae, Coriobacteriaceae, Coriobacteriales, Actinomyces, and Actinomycetaceae","Anti-NMDAR: Oceanospirillales, Halomonas, Halomonadaceae, Butyricimonas, Odoribacteraceae, Coprococcus, Porphyromonadaceae, Parabacteroides, Faecalibacterium, and Ruminococcaceae",LEfSe (LDA),Main Text,,Lennel A. Camuy-Vélez,"Diff abundance Figure 1, Alpha beta Figure 2 ",,,,,,,,,
SajiMurotani2019,https://pubmed.ncbi.nlm.nih.gov/31852995/,10.1038/s41598-019-55851-y,The relationship between the gut microbiome and mild cognitive impairment in patients without dementia: a cross-sectional study conducted in Japan.,2019,Japan,Asia,Other,Scientific reports,"Alzheimer’s disease (AD), Dementia",Not Reported,Not reported,None,None,,Main Text,,Lennel A. Camuy-Vélez,T-RFLP used.  Enterotypes mentiones,,,,,,,,,
ShiWang2023,https://pubmed.ncbi.nlm.nih.gov/36795141/,10.1007/s00253-023-12410-w,The alteration of intestinal mucosal α-synuclein expression and mucosal microbiota in Parkinson's disease.,2023,China,Asia,16S,Applied microbiology and biotechnology,Parkinson’s disease (PD),No Difference,Differing B/w Subgroups,"PD: Duodenal: Proteobacteria, Burkholderiales, Gammaproteobacteria, Burkholderiaceae, Ralstonia, Oxalobacteraceae, Massilia, Lactococcus; PD: Sigmoid: Bifidobacteroim logum, Prevotellaceae",None,LEfSe (LDA),Main Text,,Lennel A. Camuy-Vélez,Figure 5. LDA,,,,,,,,,
CirsteaKliger2022,https://pubmed.ncbi.nlm.nih.gov/35275538/,10.3233/JAD-215520,The Oral and Fecal Microbiota in a Canadian Cohort of Alzheimer's Disease.,2022,Canada,North America,16S,Journal of Alzheimer's disease : JAD,Alzheimer’s disease (AD),Increase,Yes,AD: Weeksellaceae,None,Other,Main Text,,Lennel A. Camuy-Vélez,Using Abstract could not access the article fully. ,,,,,,,,,
DilmoreMartino2023,https://pubmed.ncbi.nlm.nih.gov/37017243/,10.1002/alz.13007,"Effects of a ketogenic and low-fat diet on the human metabolome, microbiome, and foodome in adults at risk for Alzheimer's disease.",2023,USA,North America,Shotgun,Alzheimer's & dementia : the journal of the Alzheimer's Association,Alzheimer’s disease (AD),Not Reported,Yes,"MCI:  Bacteroides fragilis, Dialister invisus, Cryptobacteroim, Acinetobacter, Alistipes, Bacteroides fragilis, Sutterella wadsworthensis",None,Linear (e.g. MaAsLin),Main Text,intervention,Lennel A. Camuy-Vélez,Diff abundance Figure 2. ,,,,,,,,,
WangZhang2024,https://pubmed.ncbi.nlm.nih.gov/39213074/,10.3233/JAD-240597,Characterizing Gut Microbiota in Older Chinese Adults with Cognitive Impairment: A Cross-Sectional Study.,2024,Australia,Oceania,16S,Journal of Alzheimer's disease : JAD,Other,Decrease,Yes,"Shigella, Akkermansia, Acidaminococcus, Synergistes, Pyramidobacter, Alistipes","Firmicutes, Proteobacteria, Bacteroides",LEfSe (LDA),Main Text,,Meika Tomita,,,,,,,,,,
YuanTan2024,https://pubmed.ncbi.nlm.nih.gov/38151560/,10.1007/s11356-023-31504-6,Air particulate pollution exposure associated with impaired cognition via microbiota gut-brain axis: an evidence from rural elderly female in northwest China.,2023,China,Asia,16S,Environmental science and pollution research international,Dementia,Decrease,Differing B/w Subgroups,"Akkermansia, unclassified_Oscillospiraceae, Monoglobus, Veillonella ","Megamonas, Lachnoclostridium, Romboutsia, Megasphaera, Klebsiella, Ligilactobacillus, Haemophilus, Lachnospiraceae_ND3007_group, Lachnospiraceae_UCG_004",LEfSe (LDA),Main Text,gradient/subtypes,Meika Tomita,,,,,,,,,,
LiangFu2022,https://pmc.ncbi.nlm.nih.gov/articles/PMC9661756/,10.1186/s40035-022-00323-z,"Gut microbiome, cognitive function and brain structure: a multi-omics integration analysis",2022,China,Asia,Both,Translational Neurodegeneration,"Alzheimer’s disease (AD), Dementia",,Yes,Dorea longicatena,Odoribacter; Butyricimonas; Bacteroides,,Main Text,,Fnu Babita,,,,,,,,,,
ZhangWang2021,https://pubmed.ncbi.nlm.nih.gov/33871591/,10.1093/ajcn/nqab078,"Diet quality, gut microbiota, and microRNAs associated with mild cognitive impairment in middle-aged and elderly Chinese population.",2021,China,Asia,,The American journal of clinical nutrition,"Other, Alzheimer’s disease (AD)",Decrease,Yes,"Gammaproteobacteria, Megasphaera, Enterobacteriaceae, Rhizobiaceae","Rikenellaceae, Faecalibacterium, unidentified Ruminococcaceae, Alistipes",LEfSe (LDA),Main Text,,Meika Tomita,,,,,,,,,,
WeiHuang2025,https://pubmed.ncbi.nlm.nih.gov/40888486/,10.1177/13872877251372522,Role of Ruminococcus gnavus in the elderly with cognitive impairment: A case-control study and an animal experiment.,2025,China,Asia,16S,Journal of Alzheimer's disease : JAD,Alzheimer’s disease (AD),No Difference,Yes,"Coriobacteriia, Blautia, Ruminococcus gnavus, Actinobacteria","Faecalibacterium prausnitzii, Ruminococcaceae, Faecalibacterium",LEfSe (LDA),Main Text,,Meika Tomita,,,,,,,,,,
ChenFan2024,https://pubmed.ncbi.nlm.nih.gov/38999809/,10.3390/nu16132061,Association of Methyl Donor Nutrients' Dietary Intake and Cognitive Impairment in the Elderly Based on the Intestinal Microbiome.,2024,China,Asia,16S,Nutrients,Dementia,No Difference,Yes,Firmicutes,Bacteroidetes,Other,Main Text,,Meika Tomita,,,,,,,,,,
KleeAho2024,https://pubmed.ncbi.nlm.nih.gov/38706292/,10.14283/jpad.2024.19,Education as Risk Factor of Mild Cognitive Impairment: The Link to the Gut Microbiome.,2024,Luxembourg,Europe,16S,The journal of prevention of Alzheimer's disease,Dementia,No Difference,No,,,"DESeq, ANCOM",Main Text,,Meika Tomita,Was looking at differences between education levels over healthy vs CI,,,,,,,,,
LiuLv2024,https://pubmed.ncbi.nlm.nih.gov/38211635/,10.1016/j.bbi.2024.01.010,Microbiota-microglia crosstalk between Blautia producta and neuroinflammation of Parkinson's disease: A bench-to-bedside translational approach.,2024,China,Asia,16S,"Brain, behavior, and immunity",Parkinson’s disease (PD),No Difference,No,"Bacteroides, Bacteroidaceae, Candidatus_Soleaferrea, Oscillibacter, Comamonadaceae, Hungatella, UBA1819","Blautia, Ruminococcus_torques_group, Lachnospiraceae, Fusobacterium, Fusobacteriaceae, Fusobacteriota, Fusobacteriales, Monoglobus, ",LEfSe (LDA),Main Text,,Meika Tomita,,,,,,,,,,
ChaudhariJain2023,https://pubmed.ncbi.nlm.nih.gov/37213047/,10.1007/s11357-023-00799-1,Unique trans-kingdom microbiome structural and functional signatures predict cognitive decline in older adults.,2023,United States of America,North America,Shotgun,GeroScience,Dementia,No Difference,No,"Anaerostipes hadrus, Blautia obeum",Ruminococcus bromii and Eubacterium rectale,LEfSe (LDA),Main Text,,Meika Tomita,,,,,,,,,,
MarizzoniMirabelli2023,https://pubmed.ncbi.nlm.nih.gov/37254223/,10.1186/s13195-023-01218-5,A peripheral signature of Alzheimer's disease featuring microbiota-gut-brain axis markers.,2023,Switzerland,Europe,16S,Alzheimer's research & therapy,Alzheimer’s disease (AD),No Difference,No,"Bifidobacterium, Dialister",Acetonema,LEfSe (LDA),Main Text,gradient/subtypes,Meika Tomita,,,,,,,,,,
NieJing2023,https://pubmed.ncbi.nlm.nih.gov/36995383/,10.1007/s00253-023-12489-1,The link between increased Desulfovibrio and disease severity in Parkinson's disease.,2023,China,Asia,Both,Applied microbiology and biotechnology,Parkinson’s disease (PD),Increase,Yes,"Bifidobacterium, Megasphaera, Lactobacillus, Desulfovibrio ",Roseburia,Other,Main Text,,Meika Tomita,,,,,,,,,,
