url,doi,pubmed_id,pmc_id,Notes,Accession Code,flag,flag_detail
https://pubmed.ncbi.nlm.nih.gov/32143645/,10.1186/s12876-020-01195-1,32143645,PMC7060658,[auto] available on request,N/A,ON_REQUEST,Authors state data is available on request. True floor — no accession exists to find.
https://pubmed.ncbi.nlm.nih.gov/32185142/,10.3389/fcimb.2020.00073,32185142,PMC7058978,[auto] 10.6084/M9.FIGSHARE.7764914=unclear,10.6084/M9.FIGSHARE.7764914,PROV_UNCLEAR,"Code found in full text, but the data-availability wording did not clearly indicate deposit vs reuse. Curator: read the DAS."
https://pubmed.ncbi.nlm.nih.gov/32175285/,10.3389/fcimb.2020.00058,32175285,PMC7056672,,CRA001832,CLEAN,Code found in full text with clear deposit/reuse wording nearby.
https://pubmed.ncbi.nlm.nih.gov/31550982/,10.1080/19490976.2019.1650997,31550982,PMC7053967,"[auto] DRA007726=unclear (mined, no context); PRJDB5316=unclear (mined, no context); SAMD00154533=unclear (mined, no context)",DRA007726; PRJDB5316; SAMD00154533,MINED_NO_CONTEXT,"Code recovered by EBI text-mining from a paper with no downloadable full text. No surrounding sentence exists, so own-vs-reused cannot be determined from prose. Curator: check the repository record to see whether these authors deposited it."
https://pubmed.ncbi.nlm.nih.gov/31311405/,10.1080/19490976.2019.1634416,31311405,PMC7053924,[auto] N/A - no full text (publisher restricted),N/A,NO_FULLTEXT,"PMC holds metadata only; publisher does not permit full-text download. Abstract and EBI-mined annotations both checked, no accession found. Not recoverable by this pipeline. Manual lookup of the published PDF would be needed."
https://pubmed.ncbi.nlm.nih.gov/32123200/,10.1038/s41598-020-60674-3,32123200,PMC7052252,[auto] no accession in text,N/A,NO_ACCESSION,"Full text read successfully, no accession code present in any recognised format. Either the paper genuinely has none, or it uses a repository outside our dictionary."
https://pubmed.ncbi.nlm.nih.gov/32119675/,10.1371/journal.pone.0229204,32119675,PMC7051054,[auto] data in article/supplement,N/A,SUPPLEMENT,"Paper states the data is in supplementary files, which we never fetched. The accession may well be in a supplementary table. THIS IS RECOVERABLE — the single largest remaining opportunity in the corpus."
https://pubmed.ncbi.nlm.nih.gov/31682463/,10.1164/rccm.201905-1016OC,31682463,PMC7049920,,PRJNA535518,CLEAN,Code found in full text with clear deposit/reuse wording nearby.
https://pubmed.ncbi.nlm.nih.gov/31973575/,10.1164/rccm.201907-1487OC,31973575,PMC7047465,,PRJNA553560,CLEAN,Code found in full text with clear deposit/reuse wording nearby.
https://pubmed.ncbi.nlm.nih.gov/32154184/,10.3389/fcimb.2020.00024,32154184,PMC7047433,[auto] data in article/supplement,N/A,SUPPLEMENT,"Paper states the data is in supplementary files, which we never fetched. The accession may well be in a supplementary table. THIS IS RECOVERABLE — the single largest remaining opportunity in the corpus."
https://pubmed.ncbi.nlm.nih.gov/32108159/,10.1038/s41598-020-60015-4,32108159,PMC7046743,[auto] data in article/supplement,N/A,SUPPLEMENT,"Paper states the data is in supplementary files, which we never fetched. The accession may well be in a supplementary table. THIS IS RECOVERABLE — the single largest remaining opportunity in the corpus."
https://pubmed.ncbi.nlm.nih.gov/32040443/,10.18632/aging.102775,32040443,PMC7041727,[auto] no accession in text,N/A,NO_ACCESSION,"Full text read successfully, no accession code present in any recognised format. Either the paper genuinely has none, or it uses a repository outside our dictionary."
https://pubmed.ncbi.nlm.nih.gov/31790809/,10.1016/j.jcmgh.2019.11.012,31790809,PMC7036547,[auto] no accession in text,N/A,NO_ACCESSION,"Full text read successfully, no accession code present in any recognised format. Either the paper genuinely has none, or it uses a repository outside our dictionary."
https://pubmed.ncbi.nlm.nih.gov/31167813/,10.1136/gutjnl-2019-318263,31167813,PMC7034354,[auto] no accession in text,N/A,NO_ACCESSION,"Full text read successfully, no accession code present in any recognised format. Either the paper genuinely has none, or it uses a repository outside our dictionary."
https://pubmed.ncbi.nlm.nih.gov/29779275/,10.7518/hxkq.2018.02.007,29779275,PMC7030347,[auto] N/A - no full text (publisher restricted),N/A,NO_FULLTEXT,"PMC holds metadata only; publisher does not permit full-text download. Abstract and EBI-mined annotations both checked, no accession found. Not recoverable by this pipeline. Manual lookup of the published PDF would be needed."
https://pubmed.ncbi.nlm.nih.gov/32103871/,10.3748/wjg.v26.i6.614,32103871,PMC7029349,[auto] no accession in text,N/A,NO_ACCESSION,"Full text read successfully, no accession code present in any recognised format. Either the paper genuinely has none, or it uses a repository outside our dictionary."
https://pubmed.ncbi.nlm.nih.gov/32071266/,10.1128/mBio.03186-19,32071266,PMC7029137,[auto] PHS001204.V1.P1=own,PHS001204.V1.P1,CLEAN,Code found in full text with clear deposit/reuse wording nearby.
https://pubmed.ncbi.nlm.nih.gov/31776707/,10.1007/s00404-019-05336-0,31776707,PMC7028802,[auto] data in article/supplement,N/A,SUPPLEMENT,"Paper states the data is in supplementary files, which we never fetched. The accession may well be in a supplementary table. THIS IS RECOVERABLE — the single largest remaining opportunity in the corpus."
https://pubmed.ncbi.nlm.nih.gov/31425383/,10.1249/MSS.0000000000002112,31425383,PMC7028471,[auto] data in article/supplement,N/A,SUPPLEMENT,"Paper states the data is in supplementary files, which we never fetched. The accession may well be in a supplementary table. THIS IS RECOVERABLE — the single largest remaining opportunity in the corpus."
https://pubmed.ncbi.nlm.nih.gov/32060329/,10.1038/s41598-020-59235-5,32060329,PMC7021689,[auto] data in article/supplement,N/A,SUPPLEMENT,"Paper states the data is in supplementary files, which we never fetched. The accession may well be in a supplementary table. THIS IS RECOVERABLE — the single largest remaining opportunity in the corpus."
https://pubmed.ncbi.nlm.nih.gov/32059038/,10.1371/journal.pone.0229029,32059038,PMC7021297,[auto] no accession in text,N/A,NO_ACCESSION,"Full text read successfully, no accession code present in any recognised format. Either the paper genuinely has none, or it uses a repository outside our dictionary."
https://pubmed.ncbi.nlm.nih.gov/31963239/,10.3390/nu12010234,31963239,PMC7019705,[auto] data in article/supplement,N/A,SUPPLEMENT,"Paper states the data is in supplementary files, which we never fetched. The accession may well be in a supplementary table. THIS IS RECOVERABLE — the single largest remaining opportunity in the corpus."
https://pubmed.ncbi.nlm.nih.gov/31740421/,10.1016/j.jcmgh.2019.10.013,31740421,PMC7015995,[auto] no accession in text,N/A,NO_ACCESSION,"Full text read successfully, no accession code present in any recognised format. Either the paper genuinely has none, or it uses a repository outside our dictionary."
https://pubmed.ncbi.nlm.nih.gov/28884664/,10.1099/jgv.0.000920,28884664,PMC7011740,[auto] N/A - no full text (publisher restricted),N/A,NO_FULLTEXT,"PMC holds metadata only; publisher does not permit full-text download. Abstract and EBI-mined annotations both checked, no accession found. Not recoverable by this pipeline. Manual lookup of the published PDF would be needed."
https://pubmed.ncbi.nlm.nih.gov/32083132/,10.1155/2020/7828392,32083132,PMC7011317,[auto] no accession in text,N/A,NO_ACCESSION,"Full text read successfully, no accession code present in any recognised format. Either the paper genuinely has none, or it uses a repository outside our dictionary."
https://pubmed.ncbi.nlm.nih.gov/31738994/,10.1016/j.jaci.2019.10.034,31738994,PMC7010548,[auto] no accession in text,N/A,NO_ACCESSION,"Full text read successfully, no accession code present in any recognised format. Either the paper genuinely has none, or it uses a repository outside our dictionary."
https://pubmed.ncbi.nlm.nih.gov/31725203/,10.1002/mbo3.958,31725203,PMC7002105,[auto] available on request,N/A,ON_REQUEST,Authors state data is available on request. True floor — no accession exists to find.
https://pubmed.ncbi.nlm.nih.gov/32020012/,10.1038/s41598-020-58858-y,32020012,PMC7000398,[auto] available on request,N/A,ON_REQUEST,Authors state data is available on request. True floor — no accession exists to find.
https://pubmed.ncbi.nlm.nih.gov/31826255/,10.1093/ajcn/nqz299,31826255,PMC6997102,[auto] available on request,N/A,ON_REQUEST,Authors state data is available on request. True floor — no accession exists to find.
https://pubmed.ncbi.nlm.nih.gov/31851298/,10.1093/ajcn/nqz301,31851298,PMC6997097,[auto] N/A - no full text (publisher restricted),N/A,NO_FULLTEXT,"PMC holds metadata only; publisher does not permit full-text download. Abstract and EBI-mined annotations both checked, no accession found. Not recoverable by this pipeline. Manual lookup of the published PDF would be needed."
https://pubmed.ncbi.nlm.nih.gov/32064276/,10.1155/2020/6047145,32064276,PMC6996672,[auto] data in article/supplement,N/A,SUPPLEMENT,"Paper states the data is in supplementary files, which we never fetched. The accession may well be in a supplementary table. THIS IS RECOVERABLE — the single largest remaining opportunity in the corpus."
https://pubmed.ncbi.nlm.nih.gov/31635933/,10.1016/j.annepidem.2019.09.002,31635933,PMC6996001,[auto] no accession in text,N/A,NO_ACCESSION,"Full text read successfully, no accession code present in any recognised format. Either the paper genuinely has none, or it uses a repository outside our dictionary."
https://pubmed.ncbi.nlm.nih.gov/32005194/,10.1186/s12884-020-2764-y,32005194,PMC6995204,[auto] available on request,N/A,ON_REQUEST,Authors state data is available on request. True floor — no accession exists to find.
https://pubmed.ncbi.nlm.nih.gov/31604026/,10.1513/AnnalsATS.201907-493OC,31604026,PMC6993801,[auto] N/A - no full text (publisher restricted),N/A,NO_FULLTEXT,"PMC holds metadata only; publisher does not permit full-text download. Abstract and EBI-mined annotations both checked, no accession found. Not recoverable by this pipeline. Manual lookup of the published PDF would be needed."
https://pubmed.ncbi.nlm.nih.gov/31951641/,10.1371/journal.ppat.1008114,31951641,PMC6992226,[auto] data in article/supplement,N/A,SUPPLEMENT,"Paper states the data is in supplementary files, which we never fetched. The accession may well be in a supplementary table. THIS IS RECOVERABLE — the single largest remaining opportunity in the corpus."
https://pubmed.ncbi.nlm.nih.gov/31808612/,10.1111/jcmm.14880,31808612,PMC6991644,[auto] available on request,N/A,ON_REQUEST,Authors state data is available on request. True floor — no accession exists to find.
https://pubmed.ncbi.nlm.nih.gov/32015679/,10.7150/ijbs.37421,32015679,PMC6990903,[auto] no accession in text,N/A,NO_ACCESSION,"Full text read successfully, no accession code present in any recognised format. Either the paper genuinely has none, or it uses a repository outside our dictionary."
https://pubmed.ncbi.nlm.nih.gov/31956260/,10.12659/MSM.918219,31956260,PMC6990665,[auto] no accession in text,N/A,NO_ACCESSION,"Full text read successfully, no accession code present in any recognised format. Either the paper genuinely has none, or it uses a repository outside our dictionary."
https://pubmed.ncbi.nlm.nih.gov/31995569/,10.1371/journal.pone.0227147,31995569,PMC6988937,[auto] available on request,N/A,ON_REQUEST,Authors state data is available on request. True floor — no accession exists to find.
https://pubmed.ncbi.nlm.nih.gov/31980025/,10.1186/s12957-020-1793-3,31980025,PMC6982396,[auto] available on request,N/A,ON_REQUEST,Authors state data is available on request. True floor — no accession exists to find.
https://pubmed.ncbi.nlm.nih.gov/31974429/,10.1038/s41598-020-57734-z,31974429,PMC6978381,[auto] available on request,N/A,ON_REQUEST,Authors state data is available on request. True floor — no accession exists to find.
https://pubmed.ncbi.nlm.nih.gov/31138061/,10.1080/19490976.2019.1614394,31138061,PMC6973329,[auto] N/A - no full text (publisher restricted),N/A,NO_FULLTEXT,"PMC holds metadata only; publisher does not permit full-text download. Abstract and EBI-mined annotations both checked, no accession found. Not recoverable by this pipeline. Manual lookup of the published PDF would be needed."
https://pubmed.ncbi.nlm.nih.gov/31954395/,10.1186/s13048-019-0603-4,31954395,PMC6969417,[auto] no accession in text,N/A,NO_ACCESSION,"Full text read successfully, no accession code present in any recognised format. Either the paper genuinely has none, or it uses a repository outside our dictionary."
https://pubmed.ncbi.nlm.nih.gov/31953381/,10.1038/s41467-019-14177-z,31953381,PMC6969170,[auto] EGAD00001004194=unclear; EGAD00001001991=unclear; EGAD00001002668=unclear,EGAD00001004194; EGAD00001001991; EGAD00001002668,PROV_UNCLEAR,"Code found in full text, but the data-availability wording did not clearly indicate deposit vs reuse. Curator: read the DAS."
https://pubmed.ncbi.nlm.nih.gov/31953505/,10.1038/s41598-020-57468-y,31953505,PMC6969101,[auto] data in article/supplement,N/A,SUPPLEMENT,"Paper states the data is in supplementary files, which we never fetched. The accession may well be in a supplementary table. THIS IS RECOVERABLE — the single largest remaining opportunity in the corpus."
https://pubmed.ncbi.nlm.nih.gov/31931722/,10.1186/s12882-019-1668-4,31931722,PMC6958730,[auto] data in article/supplement,N/A,SUPPLEMENT,"Paper states the data is in supplementary files, which we never fetched. The accession may well be in a supplementary table. THIS IS RECOVERABLE — the single largest remaining opportunity in the corpus."
https://pubmed.ncbi.nlm.nih.gov/31415187/,10.1513/AnnalsATS.201903-270OC,31415187,PMC6956830,,PRJNA520924,CLEAN,Code found in full text with clear deposit/reuse wording nearby.
https://pubmed.ncbi.nlm.nih.gov/31626891/,10.1016/j.mimet.2019.105739,31626891,PMC6956648,"[auto] SRR7947168=unclear (mined, no context); SRR7947187=unclear (mined, no context)",SRR7947168; SRR7947187,MINED_NO_CONTEXT,"Code recovered by EBI text-mining from a paper with no downloadable full text. No surrounding sentence exists, so own-vs-reused cannot be determined from prose. Curator: check the repository record to see whether these authors deposited it."
https://pubmed.ncbi.nlm.nih.gov/31654986/,10.1016/j.psyneuen.2019.104469,31654986,PMC6956257,[auto] data in article/supplement,N/A,SUPPLEMENT,"Paper states the data is in supplementary files, which we never fetched. The accession may well be in a supplementary table. THIS IS RECOVERABLE — the single largest remaining opportunity in the corpus."
https://pubmed.ncbi.nlm.nih.gov/31976311/,10.1155/2019/4549298,31976311,PMC6955117,[auto] available on request,N/A,ON_REQUEST,Authors state data is available on request. True floor — no accession exists to find.
https://pubmed.ncbi.nlm.nih.gov/31917801/,10.1371/journal.pone.0227707,31917801,PMC6952086,[auto] no accession in text,N/A,NO_ACCESSION,"Full text read successfully, no accession code present in any recognised format. Either the paper genuinely has none, or it uses a repository outside our dictionary."
https://pubmed.ncbi.nlm.nih.gov/31956606/,10.3389/fcimb.2019.00434,31956606,PMC6951430,,DRA008214,CLEAN,Code found in full text with clear deposit/reuse wording nearby.
https://pubmed.ncbi.nlm.nih.gov/31783602/,10.3390/nu11122888,31783602,PMC6950585,[auto] no accession in text,N/A,NO_ACCESSION,"Full text read successfully, no accession code present in any recognised format. Either the paper genuinely has none, or it uses a repository outside our dictionary."
https://pubmed.ncbi.nlm.nih.gov/31835452/,10.3390/nu11123011,31835452,PMC6950529,[auto] data in article/supplement,N/A,SUPPLEMENT,"Paper states the data is in supplementary files, which we never fetched. The accession may well be in a supplementary table. THIS IS RECOVERABLE — the single largest remaining opportunity in the corpus."
https://pubmed.ncbi.nlm.nih.gov/31498715/,10.1080/07315724.2019.1606744,31498715,PMC6949412,[auto] no accession in text,N/A,NO_ACCESSION,"Full text read successfully, no accession code present in any recognised format. Either the paper genuinely has none, or it uses a repository outside our dictionary."
https://pubmed.ncbi.nlm.nih.gov/31802728/,10.4269/ajtmh.19-0355,31802728,PMC6947780,[auto] N/A - no full text (publisher restricted),N/A,NO_FULLTEXT,"PMC holds metadata only; publisher does not permit full-text download. Abstract and EBI-mined annotations both checked, no accession found. Not recoverable by this pipeline. Manual lookup of the published PDF would be needed."
https://pubmed.ncbi.nlm.nih.gov/31504715/,10.1093/jn/nxz194,31504715,PMC6946898,[auto] data in article/supplement,N/A,SUPPLEMENT,"Paper states the data is in supplementary files, which we never fetched. The accession may well be in a supplementary table. THIS IS RECOVERABLE — the single largest remaining opportunity in the corpus."
https://pubmed.ncbi.nlm.nih.gov/31415219/,10.1513/AnnalsATS.201904-299OC,31415219,PMC6945465,,PRJNA518155,CLEAN,Code found in full text with clear deposit/reuse wording nearby.
https://pubmed.ncbi.nlm.nih.gov/31622538/,10.1002/2211-5463.12744,31622538,PMC6943227,,CNP0000134,CLEAN,Code found in full text with clear deposit/reuse wording nearby.
https://pubmed.ncbi.nlm.nih.gov/31136295/,10.1099/jmm.0.000968,31136295,PMC6939159,[auto] N/A - no full text (publisher restricted),N/A,NO_FULLTEXT,"PMC holds metadata only; publisher does not permit full-text download. Abstract and EBI-mined annotations both checked, no accession found. Not recoverable by this pipeline. Manual lookup of the published PDF would be needed."
https://pubmed.ncbi.nlm.nih.gov/31699813/,10.1136/annrheumdis-2019-215743,31699813,PMC6937407,[auto] available on request,N/A,ON_REQUEST,Authors state data is available on request. True floor — no accession exists to find.
https://pubmed.ncbi.nlm.nih.gov/31846915/,10.5152/iao.2019.6650,31846915,PMC6937193,[auto] N/A - no full text (publisher restricted),N/A,NO_FULLTEXT,"PMC holds metadata only; publisher does not permit full-text download. Abstract and EBI-mined annotations both checked, no accession found. Not recoverable by this pipeline. Manual lookup of the published PDF would be needed."
https://pubmed.ncbi.nlm.nih.gov/31882864/,10.1038/s41598-019-56631-4,31882864,PMC6934578,[auto] data in article/supplement,N/A,SUPPLEMENT,"Paper states the data is in supplementary files, which we never fetched. The accession may well be in a supplementary table. THIS IS RECOVERABLE — the single largest remaining opportunity in the corpus."
https://pubmed.ncbi.nlm.nih.gov/31881951/,10.1186/s12887-019-1896-6,31881951,PMC6933684,,SRP51710,CLEAN,Code found in full text with clear deposit/reuse wording nearby.
https://pubmed.ncbi.nlm.nih.gov/31892851/,10.7150/ijbs.37399,31892851,PMC6930378,[auto] data in article/supplement,N/A,SUPPLEMENT,"Paper states the data is in supplementary files, which we never fetched. The accession may well be in a supplementary table. THIS IS RECOVERABLE — the single largest remaining opportunity in the corpus."
https://pubmed.ncbi.nlm.nih.gov/31874981/,10.1038/s41598-019-56233-0,31874981,PMC6930300,[auto] data in article/supplement,N/A,SUPPLEMENT,"Paper states the data is in supplementary files, which we never fetched. The accession may well be in a supplementary table. THIS IS RECOVERABLE — the single largest remaining opportunity in the corpus."
https://pubmed.ncbi.nlm.nih.gov/31870355/,10.1186/s12890-019-1021-5,31870355,PMC6929358,[auto] available on request,N/A,ON_REQUEST,Authors state data is available on request. True floor — no accession exists to find.
https://pubmed.ncbi.nlm.nih.gov/31620923/,10.1007/s11357-019-00098-8,31620923,PMC6925087,[auto] N/A - no full text (publisher restricted),N/A,NO_FULLTEXT,"PMC holds metadata only; publisher does not permit full-text download. Abstract and EBI-mined annotations both checked, no accession found. Not recoverable by this pipeline. Manual lookup of the published PDF would be needed."
https://pubmed.ncbi.nlm.nih.gov/31502737/,10.1111/tid.13167,31502737,PMC6917898,[auto] no accession in text,N/A,NO_ACCESSION,"Full text read successfully, no accession code present in any recognised format. Either the paper genuinely has none, or it uses a repository outside our dictionary."
https://pubmed.ncbi.nlm.nih.gov/31544324/,10.1111/tid.13180,31544324,PMC6917841,[auto] PHS001879.V1.P1=unclear,PHS001879.V1.P1,PROV_UNCLEAR,"Code found in full text, but the data-availability wording did not clearly indicate deposit vs reuse. Curator: read the DAS."
https://pubmed.ncbi.nlm.nih.gov/31842923/,10.1186/s12969-019-0387-5,31842923,PMC6916162,[auto] available on request,N/A,ON_REQUEST,Authors state data is available on request. True floor — no accession exists to find.
https://pubmed.ncbi.nlm.nih.gov/31563898/,10.1136/jech-2019-212474,31563898,PMC6913090,[auto] available on request,N/A,ON_REQUEST,Authors state data is available on request. True floor — no accession exists to find.
https://pubmed.ncbi.nlm.nih.gov/31766976/,10.1161/JAHA.119.013324,31766976,PMC6912959,[auto] available on request,N/A,ON_REQUEST,Authors state data is available on request. True floor — no accession exists to find.
https://pubmed.ncbi.nlm.nih.gov/29808701/,10.1089/AID.2017.0200,29808701,PMC6909750,[auto] N/A - no full text (publisher restricted),N/A,NO_FULLTEXT,"PMC holds metadata only; publisher does not permit full-text download. Abstract and EBI-mined annotations both checked, no accession found. Not recoverable by this pipeline. Manual lookup of the published PDF would be needed."
https://pubmed.ncbi.nlm.nih.gov/31827191/,10.1038/s41598-019-55290-9,31827191,PMC6906406,[auto] data in article/supplement,N/A,SUPPLEMENT,"Paper states the data is in supplementary files, which we never fetched. The accession may well be in a supplementary table. THIS IS RECOVERABLE — the single largest remaining opportunity in the corpus."
https://pubmed.ncbi.nlm.nih.gov/31465241/,10.1096/fj.201900398RR,31465241,PMC6902702,[auto] N/A - no full text (publisher restricted),N/A,NO_FULLTEXT,"PMC holds metadata only; publisher does not permit full-text download. Abstract and EBI-mined annotations both checked, no accession found. Not recoverable by this pipeline. Manual lookup of the published PDF would be needed."
https://pubmed.ncbi.nlm.nih.gov/31819107/,10.1038/s41598-019-55028-7,31819107,PMC6901462,[auto] available on request,N/A,ON_REQUEST,Authors state data is available on request. True floor — no accession exists to find.
https://pubmed.ncbi.nlm.nih.gov/31850241/,10.3389/fcimb.2019.00409,31850241,PMC6901393,[auto] available on request,N/A,ON_REQUEST,Authors state data is available on request. True floor — no accession exists to find.
https://pubmed.ncbi.nlm.nih.gov/31809363/,10.1097/QAI.0000000000002229,31809363,PMC6901102,[auto] data in article/supplement,N/A,SUPPLEMENT,"Paper states the data is in supplementary files, which we never fetched. The accession may well be in a supplementary table. THIS IS RECOVERABLE — the single largest remaining opportunity in the corpus."
https://pubmed.ncbi.nlm.nih.gov/31250469/,10.1111/apt.15375,31250469,PMC6899739,[auto] data in article/supplement,N/A,SUPPLEMENT,"Paper states the data is in supplementary files, which we never fetched. The accession may well be in a supplementary table. THIS IS RECOVERABLE — the single largest remaining opportunity in the corpus."
https://pubmed.ncbi.nlm.nih.gov/31671757/,10.3390/nu11112596,31671757,PMC6893608,[auto] data in article/supplement,N/A,SUPPLEMENT,"Paper states the data is in supplementary files, which we never fetched. The accession may well be in a supplementary table. THIS IS RECOVERABLE — the single largest remaining opportunity in the corpus."
https://pubmed.ncbi.nlm.nih.gov/31797927/,10.1038/s41467-019-13467-w,31797927,PMC6893017,[auto] PHS001879.V1.P1=unclear,PHS001879.V1.P1,PROV_UNCLEAR,"Code found in full text, but the data-availability wording did not clearly indicate deposit vs reuse. Curator: read the DAS."
https://pubmed.ncbi.nlm.nih.gov/31796065/,10.1186/s12903-019-0960-9,31796065,PMC6892020,[auto] available on request,N/A,ON_REQUEST,Authors state data is available on request. True floor — no accession exists to find.
https://pubmed.ncbi.nlm.nih.gov/29703763/,10.1158/1055-9965.EPI-18-0184,29703763,PMC6889868,[auto] data in article/supplement,N/A,SUPPLEMENT,"Paper states the data is in supplementary files, which we never fetched. The accession may well be in a supplementary table. THIS IS RECOVERABLE — the single largest remaining opportunity in the corpus."
https://pubmed.ncbi.nlm.nih.gov/31792433/,10.1038/s41598-019-54615-y,31792433,PMC6889227,[auto] available on request,N/A,ON_REQUEST,Authors state data is available on request. True floor — no accession exists to find.
https://pubmed.ncbi.nlm.nih.gov/31443102/,10.1038/s41390-019-0533-2,31443102,PMC6887859,[auto] available on request,N/A,ON_REQUEST,Authors state data is available on request. True floor — no accession exists to find.
https://pubmed.ncbi.nlm.nih.gov/31828159/,10.1155/2019/2893041,31828159,PMC6885810,[auto] available on request,N/A,ON_REQUEST,Authors state data is available on request. True floor — no accession exists to find.
https://pubmed.ncbi.nlm.nih.gov/31518386/,10.1093/ajcn/nqz220,31518386,PMC6885478,[auto] data in article/supplement,N/A,SUPPLEMENT,"Paper states the data is in supplementary files, which we never fetched. The accession may well be in a supplementary table. THIS IS RECOVERABLE — the single largest remaining opportunity in the corpus."
https://pubmed.ncbi.nlm.nih.gov/31609743/,10.14309/ctg.0000000000000074,31609743,PMC6884346,,SRP51710,CLEAN,Code found in full text with clear deposit/reuse wording nearby.
https://pubmed.ncbi.nlm.nih.gov/31585992/,10.1128/AEM.01820-19,31585992,PMC6881795,,PRJNA486009,CLEAN,Code found in full text with clear deposit/reuse wording nearby.
https://pubmed.ncbi.nlm.nih.gov/31827639/,10.1155/2019/6417471,31827639,PMC6881578,[auto] available on request,N/A,ON_REQUEST,Authors state data is available on request. True floor — no accession exists to find.
https://pubmed.ncbi.nlm.nih.gov/31378815/,10.1093/rheumatology/kez302,31378815,PMC6880854,[auto] data in article/supplement,N/A,SUPPLEMENT,"Paper states the data is in supplementary files, which we never fetched. The accession may well be in a supplementary table. THIS IS RECOVERABLE — the single largest remaining opportunity in the corpus."
https://pubmed.ncbi.nlm.nih.gov/31460790/,10.1152/ajpgi.00194.2019,31460790,PMC6879889,[auto] N/A - no full text (publisher restricted),N/A,NO_FULLTEXT,"PMC holds metadata only; publisher does not permit full-text download. Abstract and EBI-mined annotations both checked, no accession found. Not recoverable by this pipeline. Manual lookup of the published PDF would be needed."
https://pubmed.ncbi.nlm.nih.gov/31771550/,10.1186/s12882-019-1615-4,31771550,PMC6878711,[auto] data in article/supplement,N/A,SUPPLEMENT,"Paper states the data is in supplementary files, which we never fetched. The accession may well be in a supplementary table. THIS IS RECOVERABLE — the single largest remaining opportunity in the corpus."
https://pubmed.ncbi.nlm.nih.gov/30488079/,10.11622/smedj.2018152,30488079,PMC6875812,[auto] N/A - no full text (publisher restricted),N/A,NO_FULLTEXT,"PMC holds metadata only; publisher does not permit full-text download. Abstract and EBI-mined annotations both checked, no accession found. Not recoverable by this pipeline. Manual lookup of the published PDF would be needed."
https://pubmed.ncbi.nlm.nih.gov/31758610/,10.14814/phy2.14276,31758610,PMC6874782,[auto] 10.6084/M9.FIGSHARE.8316512=unclear,10.6084/M9.FIGSHARE.8316512,PROV_UNCLEAR,"Code found in full text, but the data-availability wording did not clearly indicate deposit vs reuse. Curator: read the DAS."
https://pubmed.ncbi.nlm.nih.gov/31623509/,10.1177/0022034519881978,31623509,PMC6873283,[auto] N/A - no full text (publisher restricted),N/A,NO_FULLTEXT,"PMC holds metadata only; publisher does not permit full-text download. Abstract and EBI-mined annotations both checked, no accession found. Not recoverable by this pipeline. Manual lookup of the published PDF would be needed."
https://pubmed.ncbi.nlm.nih.gov/31754146/,10.1038/s41598-019-53599-z,31754146,PMC6872721,[auto] 10.6084/M9.FIGSHARE.8319842=unclear; 10.5281/ZENODO.1483891=unclear; 10.5281/ZENODO.1313201=unclear,10.6084/M9.FIGSHARE.8319842; 10.5281/ZENODO.1483891; 10.5281/ZENODO.1313201,PROV_UNCLEAR,"Code found in full text, but the data-availability wording did not clearly indicate deposit vs reuse. Curator: read the DAS."
https://pubmed.ncbi.nlm.nih.gov/30872392/,10.1136/gutjnl-2018-317458,30872392,PMC6872446,[auto] data in article/supplement,N/A,SUPPLEMENT,"Paper states the data is in supplementary files, which we never fetched. The accession may well be in a supplementary table. THIS IS RECOVERABLE — the single largest remaining opportunity in the corpus."
https://pubmed.ncbi.nlm.nih.gov/30866714/,10.1080/19490976.2019.1586037,30866714,PMC6867182,"[auto] PRJNA454892=unclear (mined, no context); SRP144704=unclear (mined, no context)",PRJNA454892; SRP144704,MINED_NO_CONTEXT,"Code recovered by EBI text-mining from a paper with no downloadable full text. No surrounding sentence exists, so own-vs-reused cannot be determined from prose. Curator: check the repository record to see whether these authors deposited it."
https://pubmed.ncbi.nlm.nih.gov/31030641/,10.1080/19490976.2019.1586038,31030641,PMC6866703,[auto] data in article/supplement,N/A,SUPPLEMENT,"Paper states the data is in supplementary files, which we never fetched. The accession may well be in a supplementary table. THIS IS RECOVERABLE — the single largest remaining opportunity in the corpus."
https://pubmed.ncbi.nlm.nih.gov/30991877/,10.1080/19490976.2019.1592420,30991877,PMC6866686,[auto] N/A - no full text (publisher restricted),N/A,NO_FULLTEXT,"PMC holds metadata only; publisher does not permit full-text download. Abstract and EBI-mined annotations both checked, no accession found. Not recoverable by this pipeline. Manual lookup of the published PDF would be needed."
https://pubmed.ncbi.nlm.nih.gov/31187868/,10.1093/jn/nxz065,31187868,PMC6862930,[auto] N/A - no full text (publisher restricted),N/A,NO_FULLTEXT,"PMC holds metadata only; publisher does not permit full-text download. Abstract and EBI-mined annotations both checked, no accession found. Not recoverable by this pipeline. Manual lookup of the published PDF would be needed."
https://pubmed.ncbi.nlm.nih.gov/31652705/,10.3390/ijerph16214065,31652705,PMC6862301,,E-MTAB-8136,CLEAN,Code found in full text with clear deposit/reuse wording nearby.
https://pubmed.ncbi.nlm.nih.gov/31326608/,10.1016/j.bbmt.2019.07.019,31326608,PMC6861666,[auto] data in article/supplement,N/A,SUPPLEMENT,"Paper states the data is in supplementary files, which we never fetched. The accession may well be in a supplementary table. THIS IS RECOVERABLE — the single largest remaining opportunity in the corpus."
