Study,Link (Use DOI or Title if missing),DOI,Title,Year,Country,Continent,SequencingType,PublicationJournal,Disease,AlphaDirection,BetaSeparation,"KeyTaxa_Enriched ↑ (Taxa1, Taxa2, etc.)",KeyTaxa_Depleted ↓,Differential Abundance Test (try Ctrl F for these),TaxaExtractionSource (Should be Main Text unless there is nothing listed),Tags (skip),Contributor,Notes,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9
ParaschivVacaras2024,https://pubmed.ncbi.nlm.nih.gov/38638559/,10.15698/mic2024.03.819,The effect of multiple sclerosis therapy on gut microbiota dysbiosis: a longitudinal prospective study.,2024,Romania,Europe,16S,"Microbial cell (Graz, Austria)",Multiple sclerosis (MS),No Difference,No,Prevotella stercorea; Bacteroidales,Faecalibacterium; Bifidobacterium; Coprococcus; Lachnospiraceae,LEfSe (LDA),Main Text,,Crystal X. Wang,,,,,,,,,,
ZapalaStefura2021,https://doi.org/10.3390/jcm10235698,10.3390/jcm10235698,Differences in the Composition of Gut Microbiota between Patients with Parkinson’s Disease and Healthy Controls: A Cohort Study,2021,Poland,Europe,16S,Journal of Clinical Medicine,Parkinson’s disease (PD),Increase,Yes,Parabacteroides merdae; Bacteroides massiliensis; Ruminococcus gauvreauii; Parabacteroides distasonis; Streptococcus mutans; Acidaminobacter hydrogenformans; Flavonifractor plautii; Clostridium hethewayi; Bilophila wadsworthia; Clostridium thermosuccinogenes,Eubacterium ramulus; Anaerostipes butyraticus; Megamonas funiformis; Balutia faecis; Bifidobacterium longum,,Main Text,,Fnu Babita,,,,,,,,,,
LiCui2019,https://doi.org/10.3389/fnmol.2019.00171,10.3389/fnmol.2019.00171,Gut Microbiota Differs Between Parkinson’s Disease Patients and Healthy Controls in Northeast China,2019,China,Asia,16S,Frontiers in Molecular Neuroscience,Parkinson’s disease (PD),Increase,Yes,Akkermansia (q<0.05; LEfSe LDA≥4),Bacilli (q<0.05; class); Lactobacillales (q<0.05); Lactobacillaceae (q<0.05); Lactobacillus (q<0.05; LEfSe LDA≥4).,,Main Text,,Emily Song,,,,,,,,,,
TrociPhilippen2024,https://doi.org/10.1093/pnasnexus/pgad427,10.1093/pnasnexus/pgad427,Disease- and stage-specific alterations of the oral and fecal microbiota in Alzheimer’s disease,2024,Germany,Europe,16S,PNAS Nexus,Alzheimer’s disease (AD),No Difference,Yes,Bacteroides (FDR < 0.05); Sutterella (FDR < 0.05); Porphyromonadaceae uncl. (FDR < 0.05); Parabacteroides; Akkermansia (FDR < 0.05); Fusobacterium; Veillonella; Actinobacillus; Neisseria (FDR < 0.05),Lachnospiraceae (FDR < 0.05); Roseburia (FDR < 0.05); Coprobacter (FDR < 0.05); Ruminococcus (FDR < 0.05). MCI > Ctrl: ↑ Bacteroides; Dialister; Butyricimonas (FDR < 0.05). Oral (AD > Ctrl): ↑ Porphyromonas; Rothia; Gemella (FDR < 0.05).,,Main Text,,Emily Song,,,,,,,,,,
RouskasMamalaki2025,https://pubmed.ncbi.nlm.nih.gov/41011443/,10.3390/microorganisms13092112,Gut Microbiome Alterations in Mild Cognitive Impairment: Findings from the ALBION Greek Cohort.,2025,Greece,Europe,16S,Microorganisms,"Alzheimer’s disease (AD), Dementia",No Difference,No,"Candidatus Soleaferrea (q=0.027, FDR < 0.05); Hydrogenoanaerobacterium (log2FC=7.56); UBA1819 (log2FC=1.75)","Sellimonas (q=0.017, FDR < 0.05); UCG_011 (log2FC=−8.15); CAG_352 (log2FC=−5.77)",Linear (e.g. MaAsLin),Main Text,,Marc W. Van Goethem,,,,,,,,,,
HeSheng2023,https://pubmed.ncbi.nlm.nih.gov/37520126/,10.3389/fnagi.2023.1216509,Alterations of gut microbiota are associated with brain structural changes in the spectrum of Alzheimer's disease: the SILCODE study in Hainan cohort.,2023,China,Asia,16S,Frontiers in aging neuroscience,Alzheimer’s disease (AD),No Difference,No,Rikenellaceae (LDA=3.65); Odoribacteraceae (LDA=3.06); Mediterraneibacter (LDA=3.18); Alistipes (LDA=3.65),Lachnospiraceae (LDA = 4.64); Lachnospiracea_incertae_sedis (LDA = 3.40); Fusicatenibacter (LDA = 3.29); Anaerobutyricum (LDA = 2.69),LEfSe (LDA),Main Text,,Marc W. Van Goethem,,,,,,,,,,
ChoileáinKleinewietfeld2020,https://pubmed.ncbi.nlm.nih.gov/32743517/,10.1016/j.jtauto.2019.100032,CXCR3+ T cells in multiple sclerosis correlate with reduced diversity of the gut microbiome.,2020,,North America,16S,Journal of translational autoimmunity,Multiple sclerosis (MS),Decrease,Yes,Bacteroidetes,Coprococcus; Clostridium; Ruminococcaceae,LEfSe (LDA),Main Text,,Marc W. Van Goethem,"Beta diversity was significantly different for unweighted UniFrac, but not for weighted UniFrac. Also, Country is undeclared as far as I can tell. Likely USA based on the authors affiliations.",,,,,,,,,
IlieVăcăreanTrandafir2025,https://pubmed.ncbi.nlm.nih.gov/41245833/,10.3389/fnins.2025.1654995,Exploring gut microbiota alterations in Parkinson's disease: insights from a 16S amplicon sequencing Eastern European pilot study.,2025,Romania,Europe,16S,Frontiers in neuroscience,Parkinson’s disease (PD),No Difference,No,Blautia; Mogibacterium; Rikenellaceae RC9,Lachnospiraceae UCG-001 (p<0.0156); Fusicatenibacter; Butyricicoccus; Anaerostipes; Erysipelotrichaceae UCG-003; Tyzzerella,"LEfSe (LDA), Linear (e.g. MaAsLin)",Main Text,,Marc W. Van Goethem,,,,,,,,,,
BoertienMurtomäki2022,https://pubmed.ncbi.nlm.nih.gov/36216843/,10.1038/s41531-022-00395-8,Fecal microbiome alterations in treatment-naive de novo Parkinson's disease.,2022,Netherlands and Finland,Europe,16S,NPJ Parkinson's disease,Parkinson’s disease (PD),Increase,Yes,Rikenellaceae RC9 gut group (Netherlands),Clostridia UCG-014 (Netherlands); Roseburia (both countries); Lachnospiraceae GCA-900066575 (Finland),"ANCOM, DESeq",Main Text,,Marc W. Van Goethem,"Alpha diversity was higher in PD patients from Netherlands, but lower in PD patients from Finland, compared to healthy controls. Conflicting differential taxa between ANCOM and DESeq2 analyses.",,,,,,,,,
KimKim2024,https://pubmed.ncbi.nlm.nih.gov/38610709/,10.3390/jcm13071944,Alterations in Gut Microbiota and Their Correlation with Brain Beta-Amyloid Burden Measured by (18)F-Florbetaben PET in Mild Cognitive Impairment Due to Alzheimer's Disease.,2024,South Korea,Asia,16S,Journal of clinical medicine,Alzheimer’s disease (AD),Decrease,Yes,Bacilli (p=0.034); Lactobacillales (p=0.047); Anaerostipes (p=0.036),Ruminococcaceae (p=0.006); Christensenellaceae (p=0.002); Rikenellaceae (p=0.011); Barnesiellaceae (p=0.015); Faecalibacterium (p=0.014); Lachnospira (p=0.008); Oscillibacter (p=0.009); Ruminococcus (p=0.034); Roseburia (p=0.039); Sporobacter (p=0.022); Alistipes (p=0.011); Barnesiella (p=0.013); Pseudoflavonifractor (p=0.014),"LEfSe (LDA), Linear (e.g. MaAsLin)",Main Text,,Marc W. Van Goethem,,,,,,,,,,
HuWang2024,https://pubmed.ncbi.nlm.nih.gov/39512468/,10.1016/j.heliyon.2024.e38645,Retrospective analysis of diet and gut microbiota diversity and clinical pharmacology outcomes in patients with Parkinsonism syndrome.,2024,China,Asia,16S,Heliyon,Parkinson’s disease (PD),Increase,Not reported,Porphyromonas; Bifidobacterium; Lactococcus; Enterobacter; Acetobacter; Oxalobacter; Lachnospira; Enterococcus; Rhodospirillum; Gemmiger; Collinsella; Butyricimonas; Alistipes; Odoribacter (all p<0.05),Mitsuokella (p<0.05),"ANCOM, LEfSe (LDA), DESeq",Main Text,,Marc W. Van Goethem,,,,,,,,,,
LubomskiXu2022,https://pubmed.ncbi.nlm.nih.gov/35656540/,10.3389/fnagi.2022.875261,The Gut Microbiome in Parkinson's Disease: A Longitudinal Study of the Impacts on Disease Progression and the Use of Device-Assisted Therapies.,2022,Australia,Oceania,16S,Frontiers in aging neuroscience,Parkinson’s disease (PD),Decrease,Yes,Lactobacillaceae,Butyricicoccus; Fusicatenibacter; Lachnospiraceae ND3007; Erysipelotrichaceae UCG-003,Other,Main Text,,Marc W. Van Goethem,Used ANOVA-like differential expression (ALDEx2),,,,,,,,,
HuangLi2019,https://doi.org/10.3389/fped.2019.00394,10.3389/fped.2019.00394,Distinct Gut Microbiota Composition and Functional Category in Children With Cerebral Palsy and Epilepsy,2019,China,Asia,16S,Frontiers in Pediatrics,Epilepsy,Increase,Yes,Bifidobacterium (Wilcoxon FDR<0.001); Streptococcus (Wilcoxon FDR<0.001); Akkermansia (Wilcoxon FDR<0.001); Enterococcus (Wilcoxon FDR<0.001); Prevotella (Wilcoxon FDR<0.001); Veillonella (Wilcoxon FDR<0.001); Rothia (Wilcoxon FDR<0.001); Clostridium IV (Wilcoxon FDR<0.001),Bacteroides (Wilcoxon FDR<0.001); Faecalibacterium (Wilcoxon FDR<0.001); Blautia (Wilcoxon FDR=0.037); Ruminococcus (Wilcoxon FDR<0.001); Roseburia (Wilcoxon FDR<0.001); Anaerostipes (Wilcoxon FDR<0.001); Parasutterella (Wilcoxon FDR<0.001),,Main Text,,Emily Song,,,,,,,,,,
LinLin2025,https://pubmed.ncbi.nlm.nih.gov/40046438/,10.3389/fnins.2025.1545690,Plasma exosomal miRNA expression and gut microbiota dysbiosis are associated with cognitive impairment in Alzheimer's disease.,2025,China,Asia,Shotgun,Frontiers in neuroscience,Alzheimer’s disease (AD),Not Reported,Not reported,Propionibacteriaceae; Peptoniphilus; Anaerococcus; Tannerella; Arachnia; Dermabacter; Burkholderia cepacia; Fusobacterium necrophorum; Blautia hydrogenotrophica; Streptococcus porcinus; Streptococcus parasuis; Actinomyces sp. oral taxon 848,Romboutsia; Faecalibacterium; Roseburia; Sarcina; Massilistercora timonensis; Lachnospiraceae bacterium GAM79; Romboutsia ilealis; Faecalibacterium prausnitzii; Roseburia inulinivorans; Roseburia intestinalis; Sarcina sp. JB2; Uncultured Erysipelotrichaceae,LEfSe (LDA),Main Text,,Marc W. Van Goethem,,,,,,,,,,
WadopVasquez2025,https://pubmed.ncbi.nlm.nih.gov/41156809/,10.3390/microorganisms13102350,Differential Patterns of Gut and Oral Microbiomes in Hispanic Individuals with Cognitive Impairment.,2025,United States,North America,16S,Microorganisms,"Alzheimer’s disease (AD), Dementia",No Difference,No,Streptococcus; Fusobacterium; Fretibacterium; Dialister; Mycoplasma (oral data); Bacteroides; Escherichia-Shigella (gut data),Neisseria (oral data); Ruminococcus; Shuttleworthia; Holdemania; Subdoligranulum; UGC-005; Eubacterium brachy (gut data),Linear (e.g. MaAsLin),Main Text,,Marc W. Van Goethem,Oral and gut data,,,,,,,,,
KennaChua2021,https://pubmed.ncbi.nlm.nih.gov/34776854/,10.3389/fnins.2021.756951,Changes in the Gut Microbiome and Predicted Functional Metabolic Effects in an Australian Parkinson's Disease Cohort.,2021,Australia,Oceania,16S,Frontiers in neuroscience,Parkinson’s disease (PD),Decrease,No,Synergistetes (q<0.001); Proteobacteria (q=0.034),Lachnospiraceae (q=0.011); Roseburia (q<0.001); Kineothrix (q=0.105); Agathobaculum (q = 0.121); Colidextribacter (q=0.105); Intestinibacter (q=0.121),Other,Main Text,,Marc W. Van Goethem,Used Wilcoxon rank-sum tests for differential abundance,,,,,,,,,
PeiLu2023,https://pubmed.ncbi.nlm.nih.gov/37350810/,10.3389/fnagi.2023.1174599,Gut microbiota and intestinal barrier function in subjects with cognitive impairments: a cross-sectional study.,2023,China,Asia,16S,Frontiers in aging neuroscience,Alzheimer’s disease (AD),No Difference,Differing B/w Subgroups,Catenibacterium (p=0.039); Family XIII AD3011 (p=0.011); Vagococcus (p=0.032) (in AD); Alistipes; Bacteroides; Roseburia; Tyzzerella 4 (in MCI),Dorea (p<0.01); Streptococcus (p=0.015),Other,Main Text,,Marc W. Van Goethem,,,,,,,,,,
LubomskiXu2022,https://pubmed.ncbi.nlm.nih.gov/35645785/,10.3389/fnagi.2022.881872,Nutritional Intake and Gut Microbiome Composition Predict Parkinson's Disease.,2022,Australia,Oceania,16S,Frontiers in aging neuroscience,Parkinson’s disease (PD),No Difference,Yes,Bifidobacterium; Butyricimonas; Candidatus Soleaferre; Faecalibacterium sp. UBA1819; Flavonifractor; Ruminococcus gnavus,Agathobacter; Butyricicoccus; Erysipelotrichaceae UCG-003; Eubacterium xylanophilum; Fusicatenibacter; Lachnospiraceae ND3007 group; Ruminococcus gauvreauii; Firmacutes bacterium CAG:56,Other,Main Text,,Marc W. Van Goethem,Used ANOVA-like differential expression (ALDEx2),,,,,,,,,
KozhakhmetovKaiyrlykyzy2024,https://pubmed.ncbi.nlm.nih.gov/39346576/,10.1155/2024/9741811,Inflammatory Manifestations Associated With Gut Dysbiosis in Alzheimer's Disease.,2024,Kazakhstan,Asia,16S,International journal of Alzheimer's disease,Alzheimer’s disease (AD),No Difference,Yes,Phyllobacterium; Lactobacillus salivarius; Bacteroidia; Coriobacteriia; Erysipelotrichia; Gemmatimonadetes; Verrucomicrobiae; Cloacibacillus; Clostridia,"Rhodospirillales; Bacteroides, Bifidobacterium breve; Monoglobus","LEfSe (LDA), DESeq",Main Text,,Marc W. Van Goethem,,,,,,,,,,
XiaYou2019,https://www.frontiersin.org/articles/10.3389/fneur.2019.00397/full,10.3389/fneur.2019.00397,Stroke Dysbiosis Index (SDI) in Gut Microbiome Are Associated With Brain Injury and Prognosis of Stroke,2019,China,Asia,16S,Frontiers in Neurology,Stroke,,Yes,"Parabacteroides (q<0.1, LDA>2); Oscillospira (q<0.1, LDA>2); Enterobacteriaceae_uncl. (q<0.1, LDA>2); Bacteroides (q<0.1, LDA>2); Bacteroidaceae_uncl. (q<0.1, LDA>2)","Prevotella (q<0.1, LDA>2); Roseburia (q<0.1, LDA>2); Faecalibacterium (q<0.1, LDA>2); Clostridiaceae_uncl. (q<0.1, LDA>2); Lachnospira (q<0.1, LDA>2)a",,Main Text,,Fnu Babita,,,,,,,,,,
CuiLiu2022,https://doi.org/10.3389/fmicb.2021.696632,10.3389/fmicb.2021.696632,Gut Microbiome Distinguishes Patients With Epilepsy From Healthy Individuals,2022,China,Asia,16S,Frontiers in Microbiology,Epilepsy,Decrease,Yes,"Proteobacteria (p<0.05); Actinobacteriota (p<0.05); Escherichia/Shigella (LDA>3, p<0.05); Enterobacteriaceae-unclassified (LDA>3, p<0.05); Halomonas (LDA>3, p<0.05); Bifidobacterium (LDA>3, p<0.05); Subdoligranulum (p<0.05); Faecalibacterium (p<0.05)","Bacteroidota (p<0.05); Bacteroides (LDA>3, p<0.05); Megamonas (p<0.05); Prevotella (p<0.05); Lachnospiraceae-unclassified (LDA>3, p<0.05); Blautia (LDA>3, p<0.05); Lachnospira (LDA>3, p<0.05); Parabacteroides (p<0.05); Collinsella (p<0.05).",,Main Text,,Fnu Babita,,,,,,,,,,
YaoLi2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC12508004/,10.1007/s00203-025-04494-x,Multi-omics profiling reveals key microbial and metabolic variations in ischemic stroke: insights into gut and oral microbiota,2025,China,Asia,16S,ARCHIVES OF MICROBIOLOGY,Stroke,Increase,Yes,"Subdoligranulum, Streptococcus, and Limosilactobacillus were enriched in the FS group, Porphyromonas,  in the KS group compared to the KC group (P = 0.004, Q = 0.049).","Bacteroides (P < 0.001, Q < 0.001), Parabacteroides (P < 0.001, Q = 0.004), Roseburia (P < 0.001, Q = 0.007) and Holdemanella (P < 0.001, Q = 0.008) ",LEfSe (LDA),Main Text,,Fnu Babita,,,,,,,,,,
